,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,NET_COST,Binary_25k
4478,University of Phoenix-Northwest Arkansas Campus,Rogers,AR,3,3,13.0,,,,,,,,,0.0,375.0,0.3573,0.2693,0.0373,0.0027,0.008,0.0,0.016,0.0027,0.3067,0.0,,18537.0,0.7097,0.2973,,,,0.8046,0.8099,35500.0,394.122775,0.40653404299999996,0.173390323,,53400.0,0.705231071,18537.0,1.0
3153,Spa Tech Institute-Westbrook,Westbrook,ME,1,3,22.0,,,,,,,,,0.0,245.0,0.9469,0.0204,0.0122,0.0122,0.0,0.0,0.0,0.0,0.0082,0.2082,,11871.0,0.3584,,0.6774,,0.7143,0.5731,0.5224,6333.0,70.30928265,0.7242302540000001,,0.7630283240000001,22300.0,0.370843977,11871.0,0.0
609,Clemson University,Clemson,SC,3,1,21.0,610.0,635.0,550.0,29.0,,,,1259.0,0.0,16801.0,0.836,0.0626,0.0259,0.0177,0.0015,0.001,0.0211,0.0082,0.026,0.0481,12377.0,,0.1782,0.9194,,0.6429,,0.4174,0.0393,22388.5,248.5582464,0.9360260229999999,0.820604838,,49400.0,0.740391314,12377.0,1.0
5842,New York Medical Career Training Center,Flushing,NY,1,3,11.0,,,,,,,,,0.0,363.0,0.0468,0.2507,0.2121,0.4215,0.0138,0.0,0.0358,0.0083,0.011,0.7521,,13683.0,0.0984,,0.2679,,0.1164,0.0939,0.3168,4850.0,53.8449425,,,0.7722,,,13683.0,
3710,Taylor Andrews Academy-St George,St. George,UT,1,3,13.0,,,,,,,,,0.0,120.0,0.875,0.0,0.0333,0.0083,0.0083,0.0083,0.0417,0.0,0.025,0.3917,,9351.0,0.5459,,0.7119,,0.55,0.9135,0.2917,9919.5,110.12678500000001,,,0.94067161,,,9351.0,
1396,College of the Albemarle,Elizabeth City,NC,2,1,32.0,,,,,,,,,0.0,2147.0,0.6828,0.1966,0.0359,0.006999999999999999,0.0051,0.0387,0.0158,0.0,0.0182,0.4891,6355.0,,0.3985,,0.6136,,0.3598,0.0,0.3617,,,,,0.25885095399999997,23100.0,0.325526923,6355.0,0.0
5367,University at Buffalo,Buffalo,NY,3,1,21.0,550.0,605.0,,26.0,,,,1158.0,0.0,19365.0,0.4951,0.0675,0.0663,0.1286,0.0021,0.0008,0.0203,0.1637,0.0557,0.0812,15088.0,,0.2835,0.8759,,0.8056,,0.4677,0.0788,20100.0,223.15120499999998,0.880671726,0.711045393,,49700.0,0.736842096,15088.0,1.0
1770,Lawrence Technological University,Southfield,MI,3,2,13.0,555.0,590.0,535.0,25.0,25.0,26.0,,1145.0,0.0,3033.0,0.457,0.0557,0.0201,0.2298,0.0033,0.0003,0.0,0.0488,0.185,0.4936,,25658.0,0.1847,0.8179,,0.2941,,0.3302,0.15,27850.0,309.1920925,0.8171779140000001,0.505121233,,53700.0,0.707720578,25658.0,1.0
2242,University of Puget Sound,Tacoma,WA,3,2,12.0,620.0,605.0,610.0,28.0,28.0,27.0,9.0,1233.0,0.0,2542.0,0.7506,0.0083,0.0724,0.0688,0.0016,0.0004,0.0893,0.0028,0.0059,0.0079,,32115.0,0.2071,0.8669,,,,0.5632,0.022,23500.0,260.898175,0.941446613,0.775436115,,51500.0,0.701277971,32115.0,1.0
3437,Pat Wilson's Beauty College,Henderson,KY,1,3,22.0,,,,,,,,,0.0,73.0,0.726,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3973,,6409.0,0.2083,,0.8571,,0.8333,0.0,0.5342,,,,,0.947354386,,,6409.0,
4882,Great Falls College Montana State University,Great Falls,MT,2,1,13.0,,,,,,,,,0.0,1626.0,0.813,0.0129,0.0424,0.0055,0.0664,0.0018,0.0492,0.0,0.0086,0.4625,9776.0,,0.5689,,0.5111,,0.4203,0.594,0.4901,,,0.6865671640000001,,0.257752062,26600.0,0.49217391,9776.0,0.0
272,Celebrity School of Beauty,Miami,FL,1,3,21.0,,,,,,,,,0.0,198.0,0.0,0.0,0.9848,0.0,0.0,0.0,0.0,0.0152,0.0,0.1566,,19763.0,0.5112,,0.8516,,0.8333,0.2821,0.8687,3500.0,38.857175,,,0.916670833,,,19763.0,
4909,Educational Technical College-Recinto de san Sebastian,San Sebastian,PR,1,3,21.0,,,,,,,,,0.0,276.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10259.0,0.8694,,0.4366,,,0.0,0.4674,,,,,0.61520103,14400.0,0.15442279,10259.0,0.0
890,Skyline College-Roanoke,Roanoke,VA,1,3,13.0,,,,,,,,,0.0,193.0,0.6166,0.3109,0.0415,0.0104,0.0052,0.0,0.0155,0.0,0.0,0.0,,20379.0,0.5748,0.0,,,,0.6215,0.5795,20000.0,222.041,0.43045112799999996,0.529912821,,32500.0,0.45714286,20379.0,0.0
486,Pasco-Hernando Community College,New Port Richey,FL,2,1,21.0,,,,,,,,,0.0,8211.0,0.726,0.0452,0.1575,0.0158,0.0037,0.0018,0.0285,0.0018,0.0197,0.5327,6088.0,,0.4436,,0.6384,,0.5,0.1712,0.3274,8298.5,92.13036193,0.544468547,,0.39532391,29100.0,0.447164178,6088.0,0.0
3446,Rochester School of Hair Design,Rochester,MN,1,3,12.0,,,,,,,,,0.0,35.0,0.8857,0.0571,0.0286,0.0286,0.0,0.0,0.0,0.0,0.0,0.2286,,6550.0,0.4932,,0.5789,,0.6667,0.0,0.2286,,,,,0.7820538459999999,,,6550.0,
5022,Northcentral University,Prescott Valley,AZ,3,3,41.0,,,,,,,,,1.0,250.0,0.44,0.14400000000000002,0.076,0.016,0.004,0.004,0.016,0.0,0.3,0.7240000000000001,,,0.304,,,,,0.3283,0.944,15625.0,173.4695313,0.5625,,,,,,
3669,CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY,1,2,32.0,,,,,,,,,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6112.0,0.2609,,0.25,,,0.8261,0.1739,,,,,0.8749916670000001,,,6112.0,
758,EINE Inc,Tewksbury,MA,1,3,21.0,,,,,,,,,0.0,35.0,0.8,0.0,0.1429,0.0571,0.0,0.0,0.0,0.0,0.0,0.4571,,25698.0,0.3,,1.0,,1.0,0.5833,0.6857,6333.0,70.30928265,0.882352941,,0.957459574,,,25698.0,
72,Daymar College-Louisville,Louisville,KY,2,3,11.0,,,,,,,,,0.0,189.0,0.4709,0.4392,0.0423,0.0,0.0,0.0053,0.0423,0.0,0.0,0.3333,,25972.0,0.501,,,,,0.5052,0.6825,23563.0,261.5976042,0.265269245,0.308639506,,22100.0,0.280504912,25972.0,0.0
3609,Kent State University at Ashtabula,Ashtabula,OH,2,1,32.0,,,,,,,,,0.0,2221.0,0.8681,0.0437,0.0266,0.0077,0.0068,0.0009,0.0171,0.0045,0.0248,0.7046,11845.0,,0.5944,0.4915,,0.3673,,0.7003,0.4908,26225.0,291.1512613,0.690392227,0.133342564,,36600.0,0.589349747,11845.0,0.0
3104,Iliff School of Theology,Denver,CO,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,Alvareitas College of Cosmetology-Godfrey,Godfrey,IL,1,3,23.0,,,,,,,,,0.0,40.0,0.95,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,,7359.0,0.9302,,0.875,,,1.0,0.475,9500.0,105.469475,0.620689655,,1.0,,,7359.0,
3145,Boise State University,Boise,ID,3,1,12.0,515.0,520.0,,23.0,23.0,23.0,,1050.0,0.0,16557.0,0.7621,0.0157,0.0912,0.0228,0.0069,0.0042,0.03,0.0368,0.0303,0.2494,14404.0,,0.3715,0.7129,,0.4326,,0.4894,0.3182,24898.0,276.4188409,0.75812681,0.330313637,,35300.0,0.58313936,14404.0,0.0
5674,ITT Technical Institute-Springfield,Springfield,VA,2,3,21.0,,,,,,,,,0.0,678.0,0.1298,0.5589999999999999,0.1681,0.0605,0.0059,0.0,0.0074,0.0,0.0693,0.2699,,23378.0,0.6,,,,,0.7792,0.7183,25833.5,286.80480869999997,0.394119686,0.36156440700000003,,38400.0,0.591855824,23378.0,0.0
3167,The Art Institute of Ohio-Cincinnati,Cincinnati,OH,2,3,21.0,,,,,,,,,0.0,834.0,0.6295,0.2506,0.042,0.0048,0.0072,0.0048,0.0,0.0,0.0612,0.307,,27025.0,0.6637,0.5278,,0.5814,,0.8394,0.28300000000000003,27666.5,307.15486630000004,0.558731904,0.311231633,,34900.0,0.521193743,27025.0,0.0
125,Utah College of Massage Therapy-Salt Lake City,Salt Lake City,UT,1,3,12.0,,,,,,,,,0.0,346.0,0.6705,0.0145,0.0809,0.0116,0.0087,0.0,0.0347,0.0,0.1792,0.4422,,18957.0,0.6309,,0.5082,,0.6271,0.8904,0.4798,8607.0,95.55534435,0.592447278,,0.7921694770000001,24900.0,0.389922976,18957.0,0.0
4122,ITT Technical Institute-Phoenix West,Phoenix,AZ,2,3,11.0,,,,,,,,,0.0,262.0,0.3359,0.0992,0.4313,0.0229,0.0305,0.0,0.0382,0.0,0.042,0.1832,,23764.0,0.7041,,,,,0.7347,0.6336,25833.5,286.80480869999997,0.394119686,,,38400.0,0.591855824,23764.0,0.0
4297,Leon Studio One School of Hair Design,Williamsville,NY,1,3,21.0,,,,,,,,,0.0,14.0,0.7857,0.0714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,,27703.0,0.3448,,0.8,,1.0,0.3966,0.3571,9500.0,105.469475,0.6911764709999999,,0.802736054,15600.0,0.300000012,27703.0,0.0
5302,Meridian College,Sarasota,FL,1,3,41.0,,,,,,,,,0.0,163.0,0.5215,0.3006,0.1718,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,,14857.0,0.7121,,0.7692,,,0.7471,0.8405,12970.0,143.9935885,0.41098484799999996,,0.909485185,,0.24242425,14857.0,0.0
4955,LIU Post,Brookville,NY,3,2,21.0,480.0,490.0,475.0,21.0,23.0,21.0,7.0,974.0,0.0,4067.0,0.4773,0.0993,0.1301,0.0425,0.0015,0.0,0.0116,0.1114,0.1264,0.1099,,25613.0,0.1752,0.7170000000000001,,0.6667,,0.3043,0.0753,25000.0,277.55125,0.7432950190000001,0.40735945100000004,,46000.0,0.670961678,25613.0,1.0
3316,City University of Seattle,Seattle,WA,3,2,11.0,,,,,,,,,0.0,1162.0,0.4036,0.0439,0.0697,0.0293,0.0129,0.0052,0.0026,0.1773,0.2556,0.457,,32119.0,0.3022,0.4,,0.7692,,0.584,0.6329,25000.0,277.55125,0.788461538,0.090909091,,50400.0,0.761643827,32119.0,1.0
4172,Scripps College,Claremont,CA,3,2,21.0,687.0,680.0,705.0,31.0,32.0,30.0,,1364.0,0.0,980.0,0.5051,0.0306,0.0816,0.1694,0.0,0.0031,0.0724,0.0408,0.0969,0.0051,,26057.0,0.1323,0.9319,,,,0.3683,0.0071,13487.5,149.7388994,0.975308642,0.8710837779999999,,47200.0,0.663716793,26057.0,1.0
677,Frontier Nursing University,Hyden,KY,4,2,42.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228,ITT Technical Institute-Owings Mills,Owings Mills,MD,2,3,21.0,,,,,,,,,0.0,616.0,0.2451,0.638,0.0373,0.0179,0.0032,0.0016,0.0195,0.0,0.0373,0.2987,,23133.0,0.7017,,,,,0.8623,0.7240000000000001,25833.5,286.80480869999997,0.394119686,0.343129412,,38400.0,0.591855824,23133.0,0.0
5626,Harrison College-Morrisville,Morrisville,NC,2,3,41.0,,,,,,,,,0.0,203.0,0.4039,0.468,0.069,0.0049,0.0,0.0,0.0345,0.0,0.0197,0.2069,,19518.0,0.6146,,0.619,,0.0,0.8490000000000001,0.6256,27167.0,301.6093924,0.411553525,,,24700.0,0.393486708,19518.0,0.0
3426,Tricoci University of Beauty Culture-Indianapolis,Indianapolis,IN,1,3,21.0,,,,,,,,,0.0,111.0,0.6036,0.3153,0.036000000000000004,0.027000000000000003,0.0,0.0,0.018000000000000002,0.0,0.0,0.4324,,15659.0,0.5514,,0.75,,0.7778,0.627,0.4955,7307.0,81.12267935,0.708609272,,0.8030386359999999,,,15659.0,
3715,Oakton Community College,Des Plaines,IL,1,1,13.0,,,,,,,,,0.0,10111.0,0.5263,0.056,0.1527,0.1764,0.0017,0.01,0.0302,0.0001,0.0467,0.7057,5629.0,,0.1949,,0.713,,0.4359,0.017,0.4088,5388.0,59.8178454,0.747524752,,0.183686892,38500.0,0.520990312,5629.0,0.0
4927,Paul Mitchell the School-Bradley,Bourbonnais,IL,1,3,23.0,,,,,,,,,0.0,395.0,0.562,0.1772,0.0861,0.0101,0.0,0.0,0.0076,0.0,0.157,0.2304,,8824.0,0.4502,,0.7364,,0.8696,0.6048,0.2861,11274.5,125.1700627,0.602040816,,0.838979661,20300.0,0.348993301,8824.0,0.0
5725,Hair Professionals Career College,Sycamore,IL,1,3,23.0,,,,,,,,,0.0,81.0,0.6667,0.1481,0.1481,0.0,0.0,0.0,0.037000000000000005,0.0,0.0,0.6543,,20791.0,0.384,,0.6667,,0.5714,0.424,0.4321,13833.0,153.5746577,0.63,,0.589723077,15900.0,0.354838699,20791.0,0.0
3012,Anabaptist Mennonite Biblical Seminary,Elkhart,IN,4,2,13.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,Northwest Christian University,Eugene,OR,3,2,12.0,493.0,483.0,485.0,21.0,19.0,21.0,,974.0,0.0,478.0,0.8117,0.0188,0.0774,0.0272,0.0209,0.0021,0.0272,0.0,0.0146,0.2071,,19254.0,0.4956,0.5441,,,,0.8114,0.374,24229.5,268.9971205,0.863157895,0.474532203,,38500.0,0.619266033,19254.0,1.0
4501,Pennsylvania Highlands Community College,Johnstown,PA,2,1,23.0,,,,,,,,,0.0,1336.0,0.8645,0.0449,0.0037,0.0015,0.0037,0.0,0.0,0.0,0.0816,0.3196,2873.0,,0.2605,,0.5698,,0.6129,0.2031,0.1676,8133.0,90.29297265,0.6836313620000001,,0.30611028,27800.0,0.478087664,2873.0,0.0
3694,SUNY College of Technology at Alfred,Alfred,NY,2,1,33.0,520.0,570.0,,24.0,23.0,26.0,,1090.0,0.0,3494.0,0.7896,0.099,0.0595,0.0077,0.002,0.0009,0.0232,0.0129,0.0052,0.079,14839.0,,0.5088,0.8512,,,,0.7387,0.1454,15500.0,172.081775,0.807692308,0.4757,,35300.0,0.653450072,14839.0,1.0
2530,The University of Texas Medical Branch,Galveston,TX,3,1,31.0,,,,,,,,,0.0,725.0,0.4386,0.1172,0.189,0.1752,0.0014,0.0028,0.029,0.0152,0.0317,0.1738,,,0.2589,,,,,0.5547,0.531,15000.0,166.53075,0.9192200559999999,,,68500.0,0.921630085,,1.0
1527,Victor Valley Beauty College Inc,Victorville,CA,1,3,12.0,,,,,,,,,0.0,105.0,0.3238,0.1048,0.5048,0.0286,0.0095,0.0,0.019,0.0,0.0095,0.0381,,13558.0,0.8103,,0.8125,,1.0,0.6092,0.2381,6455.0,71.66373275,0.624338624,,0.671404762,14300.0,0.188034192,13558.0,0.0
4258,Advanced Technical Centers,Miami,FL,1,2,21.0,,,,,,,,,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.4,,,,,0.0,0.9714,,,,,0.24026089399999997,,,,
5524,North Central Missouri College,Trenton,MO,2,1,33.0,,,,,,,,,0.0,1220.0,0.923,0.023,0.0156,0.0049,0.0041,0.0,0.0,0.009000000000000001,0.0205,0.2557,6889.0,,0.4239,,0.6459999999999999,,0.5,0.3186,0.2328,12500.0,138.775625,0.622188906,,0.37758151700000003,27700.0,0.489945143,6889.0,0.0
3889,Estelle Skin Care and Spa Institute,Skokie,IL,1,3,13.0,,,,,,,,,0.0,95.0,0.5895,0.0632,0.1053,0.1474,0.0,0.0211,0.0,0.0632,0.0105,0.6421,,12889.0,0.4452,,,,,0.4129,0.8,5894.0,65.43548270000001,,,0.970382222,,,12889.0,
969,Stroudsburg School of Cosmetology,Stroudsburg,PA,1,3,23.0,,,,,,,,,0.0,44.0,0.8636,0.0909,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.2045,,14219.0,0.4079,,0.8889,,0.9091,0.5,0.4545,10279.0,114.117972,0.592592593,,0.826892308,,,14219.0,
4656,Loyola Marymount University,Los Angeles,CA,3,2,11.0,590.0,600.0,600.0,27.0,28.0,26.0,9.0,1202.0,0.0,6087.0,0.4894,0.0563,0.221,0.1045,0.0025,0.0013,0.0726,0.0524,0.0,0.0276,,34879.0,0.1923,0.9144,,1.0,,0.4747,0.0232,22299.5,247.570164,0.9191633690000001,0.754957957,,55600.0,0.745441258,34879.0,1.0
4164,Rochester College,Rochester Hills,MI,3,2,21.0,,,,21.0,20.0,21.0,,990.0,0.0,960.0,0.5177,0.1583,0.024,0.0208,0.0042,0.0,0.0208,0.026,0.2281,0.2583,,16570.0,0.3883,0.5746,,0.3529,,0.6486,0.3393,21500.0,238.694075,0.725978648,0.392358373,,34500.0,0.54896909,16570.0,0.0
1210,Southwest Texas Junior College,Uvalde,TX,2,1,33.0,,,,,,,,,0.0,3872.0,0.0865,0.015,0.8716,0.0031,0.0111,0.0003,0.0026,0.0,0.0098,0.4925,6903.0,,0.4645,,0.5489999999999999,,0.4069,0.0834,0.185,7000.0,77.71435,0.543396226,,0.276449322,26500.0,0.408419907,6903.0,0.0
3441,Globe University??Madison West,Middleton,WI,2,3,21.0,,,,,,,,,0.0,211.0,0.6967,0.1232,0.0806,0.0095,0.0,0.0,0.019,0.0,0.0711,0.2464,,25391.0,0.6396,0.0,,,,0.8304,0.625,27000.0,299.75535,0.481506389,,,31100.0,0.526717544,25391.0,0.0
4678,Ailano School of Cosmetology,Brockton,MA,1,3,21.0,,,,,,,,,0.0,36.0,0.4722,0.3611,0.0833,0.0,0.0,0.0,0.0556,0.0,0.0278,0.2778,,16831.0,0.6207,,0.8649,,0.875,0.6552,0.3611,8842.5,98.16987713,0.6034482760000001,,0.852186957,27500.0,0.28125,16831.0,0.0
544,United States Sports Academy,Daphne,AL,3,2,13.0,,,,,,,,,0.0,80.0,0.2125,0.1125,0.0875,0.025,0.0,0.0,0.0125,0.0,0.55,0.825,,,0.4701,,,,,0.6068,0.4737,30095.5,334.1217458,0.72826087,,,,,,
1679,University of California-Santa Cruz,Santa Cruz,CA,3,1,13.0,540.0,555.0,540.0,23.0,23.0,24.0,,1087.0,0.0,15695.0,0.368,0.0201,0.3019,0.2047,0.0017,0.0015,0.0698,0.0108,0.0215,0.0237,15107.0,,0.4459,0.8879,,0.6,,0.5586,0.0447,19737.5,219.1267119,0.895321789,0.735264493,,44600.0,0.587244689,15107.0,0.0
401,Harrison College-Evansville,Evansville,IN,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27167.0,301.6093924,0.411553525,,,,,,
3358,International Academy of Design and Technology-Seattle,Tukwila,WA,3,3,21.0,,,,,,,,,0.0,384.0,0.2786,0.0573,0.0182,0.0729,0.0156,0.0182,0.0208,0.0,0.5182,0.224,,17374.0,0.597,0.5385,,0.7143,,0.8687,0.5495,29375.0,326.12271880000003,0.388268499,0.26898,,27800.0,0.466301501,17374.0,0.0
4670,Texas A & M University-Texarkana,Texarkana,TX,3,1,41.0,485.0,510.0,470.0,21.0,21.0,21.0,7.0,993.0,0.0,1391.0,0.6664,0.156,0.1121,0.0151,0.005,0.0022,0.0259,0.0072,0.0101,0.3364,8258.0,,0.4616,0.403,,0.3333,,0.3971,0.4097,12544.5,139.2696662,0.747524752,,,35800.0,0.709677398,8258.0,1.0
3869,Antioch University-Santa Barbara,Santa Barbara,CA,3,2,13.0,,,,,,,,,0.0,144.0,0.5903,0.0417,0.2639,0.0486,0.0,0.0069,0.0,0.0208,0.0278,0.4097,,,0.5811,,,,,0.8378,0.5179,25329.5,281.20937549999996,0.748,,,35500.0,0.600917459,,1.0
3937,Morton College,Cicero,IL,2,1,21.0,,,,,,,,,0.0,2914.0,0.1081,0.0305,0.8147,0.0086,0.0003,0.001,0.0,0.0,0.0367,0.5752,5328.0,,0.4173,,0.7169,,0.441,0.0531,0.3749,10150.0,112.6858075,0.49201278,,0.27114479399999997,31200.0,0.497661352,5328.0,0.0
2692,Yo San University of Traditional Chinese Medicine,Los Angeles,CA,4,2,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,Lacy Cosmetology School-Aiken,Aiken,SC,1,3,21.0,,,,,,,,,0.0,17.0,0.7059,0.2353,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.4118,,16876.0,0.5,,1.0,,,1.0,0.3529,9500.0,105.469475,0.6114649679999999,,0.822224444,,,16876.0,
4130,Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,2,3,21.0,,,,,,,,,0.0,471.0,0.69,0.2633,0.0106,0.0085,0.0,0.0,0.0191,0.0,0.0085,0.1635,,22848.0,0.7057,,0.9,,,0.7659999999999999,0.5987,18663.0,207.1975592,0.46579194,,0.580508162,22100.0,0.341004193,22848.0,0.0
953,Bethany College,Lindsborg,KS,3,2,33.0,450.0,470.0,425.0,21.0,20.0,21.0,,956.0,0.0,604.0,0.6076,0.1258,0.1242,0.0083,0.0083,0.005,0.0364,0.0033,0.0811,0.0033,,18807.0,0.3909,0.6412,,,,0.7313,0.0316,27000.0,299.75535,0.7657657659999999,0.35959726,,38500.0,0.642570257,18807.0,1.0
3899,The Art Institute of Charleston,Charleston,SC,3,3,12.0,,,,,,,,,0.0,643.0,0.2675,0.2488,0.0498,0.0187,0.0078,0.0016,0.0171,0.0,0.3888,0.1213,,27127.0,0.6316,0.5326,,0.1667,,0.8182,0.2317,29771.0,330.51913060000004,0.46834572,0.3077,,31600.0,0.452162504,27127.0,0.0
462,Intellitec College-Colorado Springs,Colorado Springs,CO,2,3,11.0,,,,,,,,,0.0,815.0,0.6503,0.1509,0.1534,0.0147,0.0074,0.0037,0.0,0.0,0.0196,0.0,,13930.0,0.965,,0.8537,,,0.7638,0.7141,18752.0,208.1856416,0.345736434,,0.824471809,30800.0,0.503086448,13930.0,0.0
4692,Ohio State University Agricultural Technical Institute,Wooster,OH,2,1,32.0,,,,,,,,,0.0,628.0,0.9459,0.0096,0.0111,0.0016,0.0032,0.0016,0.0096,0.0,0.0175,0.1178,17639.0,,0.3791,,0.648,,0.5,0.5703,0.0793,22250.0,247.0206125,0.8347554220000001,,0.34048,42600.0,0.678167999,17639.0,1.0
643,Strayer University-Kentucky,Lexington,KY,3,3,11.0,,,,,,,,,0.0,424.0,0.6675,0.1934,0.0189,0.0071,0.0094,0.0,0.0283,0.0,0.0755,0.9151,,29316.0,0.715,0.0,,0.2632,,0.8339,0.8443,39499.5,438.52542400000004,0.44477491700000005,,,51700.0,0.722576857,29316.0,1.0
342,Pinellas Technical Education Center-St Petersburg,Saint Petersburg,FL,1,1,12.0,,,,,,,,,0.0,1128.0,0.5399,0.3307,0.0789,0.031,0.0062,0.0,0.008,0.0,0.0053,0.0106,13263.0,,0.3631,,0.8109999999999999,,0.0,0.0,0.7314,,,,,0.670485549,29600.0,0.458333343,13263.0,0.0
4549,Diamond Beauty College,El Monte,CA,1,3,21.0,,,,,,,,,0.0,122.0,0.0,0.0,0.0738,0.9016,0.0164,0.0,0.0,0.0,0.0082,0.4918,,4404.0,0.0945,,0.9733,,0.8611,0.0,0.8033,,,,,,,,4404.0,
3894,Regency Beauty Institute-Metro Center,Phoenix,AZ,1,3,11.0,,,,,,,,,0.0,32.0,0.1563,0.0938,0.0313,0.0,0.0,0.0,0.125,0.0,0.5938,0.3438,,19804.0,0.8395,,0.5,,0.0,0.8272,0.375,14144.0,157.02739519999997,0.47496977,,0.52819507,19600.0,0.333333343,19804.0,0.0
1620,Phoenix College,Phoenix,AZ,1,1,11.0,,,,,,,,,0.0,10234.0,0.2753,0.1256,0.4205,0.0341,0.0298,0.0019,0.0139,0.0044,0.0947,0.6956,8091.0,,0.4733,,0.6033,,0.3367,0.2878,0.504,11373.0,126.2636147,0.465587045,,0.22025678399999998,32500.0,0.512152016,8091.0,0.0
382,South Central Louisiana Technical College-Young Memorial Campus,Morgan City,LA,1,1,32.0,,,,,,,,,0.0,1460.0,0.5870000000000001,0.3082,0.0534,0.0075,0.0137,0.0021,0.0116,0.0007,0.0158,0.5938,8555.0,,0.2032,,0.5981,,0.535,0.0,0.3154,,,,,0.629748855,27000.0,0.419159412,8555.0,0.0
838,ECPI University-Innsbrook,Glen Allen,VA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,222.041,0.5285024939999999,,,,,,
4287,The Salter School-Tewksbury Campus,Tewksbury,MA,1,3,21.0,,,,,,,,,0.0,230.0,0.4826,0.0783,0.2304,0.0348,0.0043,0.0,0.013,0.0043,0.1522,0.2391,,24607.0,0.5623,,,,,0.5449,0.5783,8758.0,97.23175390000002,0.484416526,,0.668136052,28200.0,0.452217638,24607.0,0.0
375,Westminster College,New Wilmington,PA,3,2,31.0,520.0,515.0,503.0,23.0,22.0,22.0,,1040.0,0.0,1313.0,0.8187,0.0259,0.0076,0.0038,0.0023,0.0015,0.019,0.0023,0.1188,0.0449,,21586.0,0.3058,0.8639,,,,0.7551,0.0168,27000.0,299.75535,0.9394495409999999,0.77495,,44400.0,0.672686219,21586.0,1.0
2559,Dutchess Community College,Poughkeepsie,NY,2,1,21.0,,,,,,,,,0.0,7228.0,0.6287,0.1226,0.1688,0.0219,0.0019,0.0008,0.0382,0.0131,0.004,0.3336,6377.0,,0.2475,,0.595,,0.4971,0.2094,0.1806,11000.0,122.12255,0.5815102329999999,,0.29345769899999996,31600.0,0.508256853,6377.0,0.0
1101,School of Automotive Machinists,Houston,TX,1,3,11.0,,,,,,,,,0.0,156.0,0.7051,0.1282,0.109,0.0128,0.0,0.0064,0.0192,0.0192,0.0,0.0,,22421.0,0.5025,,0.8125,,,0.5771,0.5064,14000.0,155.4287,0.851851852,,0.92929798,39600.0,0.783333361,22421.0,1.0
1246,Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,3,1,21.0,465.0,490.0,445.0,21.0,21.0,22.0,8.0,957.0,0.0,588.0,0.6003,0.1922,0.051,0.0238,0.0,0.0017,0.0425,0.0782,0.0102,0.0595,16863.0,,0.5024,0.7098,,,,0.7543,0.1075,27000.0,299.75535,0.8640395190000001,0.444008,,47500.0,0.712785244,16863.0,1.0
5236,North Central State College,Mansfield,OH,2,1,41.0,,,,,,,,,0.0,2479.0,0.8096,0.0625,0.0161,0.0052,0.0044,0.0004,0.019,0.0008,0.0819,0.6938,5693.0,,0.508,,0.5284,,0.4051,0.4629,0.3898,11167.0,123.97659240000002,0.515451174,,0.188787702,26800.0,0.452402532,5693.0,0.0
1628,Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,1,3,11.0,,,,,,,,,0.0,230.0,0.2391,0.1696,0.5783,0.013,0.0,0.0,0.0,0.0,0.0,0.0,,17340.0,0.9624,,,,,0.9167,0.2609,6458.0,71.69703890000001,0.21052631600000002,,0.726038356,20000.0,0.208904102,17340.0,0.0
