,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,NET_COST,Binary_25k
6037,Tulsa Technology Center-Peoria Campus,Tulsa,OK,1,1,11.0,,,,,,,,,0.0,624.0,0.6442,0.1314,0.1058,0.0176,0.101,0.0,0.0,0.0,0.0,0.8045,9580.0,,0.1306,,1.0,,0.9412,0.0,0.2372,,,,,0.8718,39200.0,0.570093453,9580.0,0.0
1410,The Medical Arts School,Raleigh,NC,1,3,11.0,,,,,,,,,0.0,163.0,0.1595,0.8037,0.0307,0.0,0.0,0.0,0.0061,0.0,0.0,0.3926,,17774.0,0.8652,,0.85,,0.8,0.9304,0.7607,10783.0,119.71340520000001,0.409638554,,0.8690523809999999,27500.0,,17774.0,
4048,Bethany Lutheran College,Mankato,MN,3,2,13.0,,,,23.0,22.0,23.0,,1070.0,0.0,552.0,0.8496,0.0326,0.0308,0.0091,0.0054,0.0018,0.0254,0.0109,0.0344,0.0254,,16598.0,0.4064,0.7206,,,,0.7575,0.0311,25000.0,277.55125,0.889589905,0.50285,,34000.0,0.621399164,16598.0,1.0
1155,Mississippi Gulf Coast Community College,Perkinston,MS,2,1,42.0,,,,,,,,,0.0,10074.0,0.6448,0.2427,0.0267,0.0255,0.0048,0.0011,0.0214,0.0,0.033,0.3116,7116.0,,0.5016,,0.6222,,0.2427,0.2394,0.3567,9000.0,99.91845,0.490066225,,0.292430233,28400.0,0.427580893,7116.0,0.0
2998,Davenport University-Midland Location,Midland,MI,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30250.0,335.8370125,0.56362947,,,29900.0,0.508384168,,0.0
2608,Regency Beauty Institute-Austin,Austin,TX,1,3,11.0,,,,,,,,,0.0,95.0,0.1579,0.1158,0.2737,0.0,0.0,0.0,0.1684,0.0,0.2842,0.2421,,20960.0,0.7643,,0.4483,,0.6,0.828,0.3368,14144.0,157.02739519999997,0.47496977,,0.37320140799999996,19600.0,0.333333343,20960.0,0.0
2665,Ohr Hameir Theological Seminary,Peekskill,NY,3,2,21.0,,,,,,,,,0.0,94.0,0.9468,0.0,0.0,0.0,0.0,0.0,0.0,0.0532,0.0,0.0,,11840.0,0.6627,1.0,,,,0.0,,,,,,,,,11840.0,
2011,University of Phoenix-Columbus Georgia Campus,Columbus,GA,3,3,12.0,,,,,,,,,0.0,792.0,0.0896,0.4609,0.029,0.0013,0.0063,0.0025,0.0177,0.0013,0.3914,0.0,,18390.0,0.7547,0.4355,,,,0.6937,0.8636,35500.0,394.122775,0.40653404299999996,0.17064505100000002,,53400.0,0.705231071,18390.0,1.0
5841,Ross Medical Education Center-Ontario,Ontario,OH,1,3,23.0,,,,,,,,,0.0,136.0,0.7647,0.1544,0.0441,0.0,0.0,0.0,0.0074,0.0,0.0294,0.0,,18276.0,0.7857,,0.5455,,,0.7747,0.6029,9500.0,105.469475,0.496932515,,,,,18276.0,
4208,Wesley College,Dover,DE,3,2,13.0,415.0,418.0,408.0,20.0,17.0,18.0,6.0,841.0,0.0,1481.0,0.4517,0.4173,0.054000000000000006,0.0128,0.0034,0.002,0.0263,0.0027,0.0297,0.05,,22422.0,0.4955,0.5249,,,,0.8011,0.1319,30750.0,341.3880375,0.6414930560000001,0.266021407,,41400.0,0.649305582,22422.0,1.0
4621,Academy of Massage Therapy,Hackensack,NJ,1,3,21.0,,,,,,,,,0.0,75.0,0.32,0.2133,0.3467,0.0933,0.0,0.0,0.0133,0.0,0.0133,0.0,,21062.0,0.6179,,0.7826,,,0.7805,0.6933,13151.0,146.0030596,0.656934307,,0.582207534,26700.0,0.420634925,21062.0,0.0
1432,Tusculum College,Greeneville,TN,3,2,32.0,460.0,480.0,,21.0,20.0,20.0,,961.0,0.0,1844.0,0.833,0.1139,0.0211,0.0043,0.006,0.0,0.0016,0.0201,0.0,0.0559,,18222.0,0.5874,0.5,,,,0.753,0.4376,27911.0,309.86931760000004,0.742193755,0.312843219,,40000.0,0.655335248,18222.0,1.0
1826,Concorde Career College-San Diego,San Diego,CA,1,3,11.0,,,,,,,,,0.0,895.0,0.1844,0.2011,0.2994,0.1542,0.0078,0.0492,0.0737,0.0,0.0302,0.0,,20344.0,0.3776,,0.6919,,,0.4139,0.5073,9500.0,105.469475,0.46778043,,0.71121068,25700.0,0.453074425,20344.0,0.0
3998,Roberto-Venn School of Luthiery,Phoenix,AZ,1,3,11.0,,,,,,,,,0.0,39.0,0.8462,0.0,0.0769,0.0256,0.0,0.0513,0.0,0.0,0.0,0.0,,18252.0,0.4667,,,,,0.6167,0.0513,7307.0,81.12267935,0.898550725,,0.9375083329999999,23000.0,,18252.0,
2371,CUNY John Jay College of Criminal Justice,New York,NY,3,1,11.0,465.0,485.0,,,,,,950.0,0.0,12838.0,0.2214,0.1934,0.4286,0.1099,0.0035,0.006,0.0103,0.027000000000000003,0.0,0.1922,5141.0,,0.5446,0.7795,,0.3529,,0.1671,0.2011,11500.0,127.673575,0.718436344,0.331525842,,43700.0,0.601571798,5141.0,1.0
4816,Premiere Career College,Irwindale,CA,1,3,21.0,,,,,,,,,0.0,557.0,0.0449,0.0251,0.7092,0.1993,0.009000000000000001,0.0072,0.0036,0.0018,0.0,0.0,,16935.0,0.8242,,0.835,,,0.8515,0.5476,11943.0,132.59178319999998,0.7311475409999999,,0.7736243209999999,28000.0,0.550955415,16935.0,0.0
3833,Baker College of Flint,Flint,MI,2,2,21.0,,,,,,,,,0.0,4886.0,0.737,0.2022,0.0186,0.0049,0.0037,0.001,0.0278,0.0039,0.0008,0.4406,,11710.0,0.7172,0.5149,,0.3333,,0.7651,0.5222,24314.5,269.94079469999997,0.522786628,0.124194305,,26500.0,0.425499767,11710.0,0.0
1353,Career Point College,San Antonio,TX,1,3,21.0,,,,,,,,,0.0,529.0,0.3781,0.3025,0.3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22299.0,0.7384,0.6867,,,,1.0,0.6970000000000001,13254.0,147.14657069999998,0.269290847,0.511522761,,19400.0,0.299442887,22299.0,0.0
2127,Highline Community College,Des Moines,WA,2,1,21.0,,,,,,,,,0.0,3107.0,0.3927,0.1049,0.1023,0.1551,0.0068,0.0138,0.083,0.0383,0.103,0.3994,6911.0,,0.2938,,0.5854,,0.4868,0.0769,0.3368,9329.0,103.5710245,0.599051008,,0.341105,36100.0,0.535256386,6911.0,0.0
53,Michigan State University-College of Law,East Lansing,MI,4,2,13.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Academy of Natural Therapy Inc,Greeley,CO,1,3,13.0,,,,,,,,,0.0,69.0,0.6087,0.0,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,,19957.0,0.7565,,0.8333,,0.5,0.9565,0.4928,10666.0,118.41446529999999,0.587301587,,0.7333444440000001,,,19957.0,
3615,College of the Siskiyous,Weed,CA,2,1,33.0,,,,,,,,,0.0,2168.0,0.565,0.048,0.1185,0.0309,0.0286,0.0055,0.0494,0.0018,0.1522,0.5521,7860.0,,0.3861,,0.5442,,0.369,0.1916,0.531,10500.0,116.571525,0.384615385,,0.244977728,25600.0,0.403543293,7860.0,0.0
5713,Danville Area Community College,Danville,IL,1,1,13.0,,,,,,,,,0.0,2339.0,0.6875,0.1697,0.05,0.0103,0.0013,0.0017,0.0,0.0004,0.0791,0.51,6793.0,,0.3329,,0.5635,,0.3656,0.1098,0.49,5962.0,66.1904221,0.633684211,,0.330152892,24700.0,0.421853393,6793.0,0.0
4886,Hairmasters Institute of Cosmetology,Bloomington,IL,1,3,13.0,,,,,,,,,0.0,111.0,0.4865,0.3964,0.1171,0.0,0.0,0.0,0.0,0.0,0.0,0.4775,,8459.0,0.6111,,0.9,,0.8929,0.5556,0.4595,15234.5,169.13418069999997,0.425,,0.96155,20100.0,0.25555557,8459.0,0.0
5421,Le Cordon Bleu College of Culinary Arts-Sacramento,Sacramento,CA,1,3,11.0,,,,,,,,,0.0,375.0,0.376,0.1493,0.0853,0.0667,0.024,0.0133,0.0107,0.0,0.2747,0.0,,18930.0,0.5131,,0.7439,,,0.6204,0.4987,11250.0,124.8980625,0.355487089,,0.7599704620000001,29000.0,0.513698637,18930.0,0.0
5267,Hawaii Institute of Hair Design,Honolulu,HI,1,3,11.0,,,,,,,,,0.0,85.0,0.0353,0.1647,0.0353,0.4353,0.0,0.2824,0.0471,0.0,0.0,0.0,,11715.0,0.6093,,0.7778,,,0.4106,0.5529,5906.0,65.5687073,0.726415094,,0.681466667,14400.0,0.243243247,11715.0,0.0
5925,Empire Beauty School-Indianapolis,Indianapolis,IN,1,3,11.0,,,,,,,,,0.0,194.0,0.6907,0.2165,0.0309,0.0155,0.0,0.0,0.0103,0.0,0.0361,0.201,,13243.0,0.7134,,0.6383,,0.4,0.6985,0.5258,8275.0,91.86946375,0.669099757,,0.5898870970000001,18900.0,0.314685315,13243.0,0.0
2092,Yeshivat Mikdash Melech,Brooklyn,NY,3,2,11.0,,,,,,,,,0.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1172.0,0.4444,0.6282,,,,0.0,0.0197,,,,0.064529032,,,,1172.0,
560,Fisk University,Nashville,TN,3,2,11.0,425.0,435.0,425.0,18.0,17.0,17.0,,854.0,0.0,611.0,0.0082,0.8707,0.0131,0.0082,0.0,0.0,0.0147,0.0,0.0851,0.036000000000000004,,20875.0,0.6206,0.7014,,0.0,,0.7098,0.0245,27500.0,305.306375,0.630177515,0.530791706,,33800.0,0.397435904,20875.0,0.0
2589,Paul Mitchell the School-Green Bay,De Pere,WI,1,3,41.0,,,,,,,,,0.0,156.0,0.6923,0.0192,0.0641,0.0513,0.1346,0.0128,0.0256,0.0,0.0,0.0,,12918.0,0.393,,0.875,,,0.5672,0.2244,12000.0,133.2246,0.763157895,,0.755331915,17300.0,0.287878782,12918.0,0.0
2780,Sherman College of Straight Chiropractic,Spartanburg,SC,4,2,22.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56382978,,0.0
205,Academy of Cosmetology,Merritt Island,FL,1,3,21.0,,,,,,,,,0.0,144.0,0.6319,0.1389,0.1111,0.0278,0.0,0.0,0.0903,0.0,0.0,0.0486,,15975.0,0.9283,,0.8806,,,0.9121,0.5764,5500.0,61.061275,0.518072289,,0.7677910109999999,14500.0,0.200000003,15975.0,0.0
265,Tennessee College of Applied Technology-Knoxville,Knoxville,TN,1,1,12.0,,,,,,,,,0.0,760.0,0.7408,0.1724,0.0237,0.0118,0.0026,0.0026,0.0395,0.0,0.0066,0.2947,5330.0,,0.3257,,0.7767,,0.7917,0.0,0.5632,,,,,0.8358221109999999,22200.0,0.362831861,5330.0,0.0
5377,Miller-Motte Technical College-Columbus,Columbus,GA,2,3,12.0,,,,,,,,,0.0,504.0,0.1627,0.7778,0.0357,0.004,0.004,0.0,0.0079,0.0,0.0079,0.3214,,21089.0,0.9193,,0.5762,,0.25,0.8602,0.625,22091.0,245.25538659999998,0.400491865,,,22800.0,0.352101803,21089.0,0.0
1265,Vanderbilt University,Nashville,TN,3,2,11.0,740.0,750.0,725.0,33.0,34.0,33.0,9.0,1475.0,0.0,6794.0,0.6057,0.0802,0.0792,0.0848,0.0038,0.0006,0.0489,0.0578,0.039,0.0057,,17340.0,0.1429,0.9732,,,,0.1349,0.0023,13750.0,152.6531875,0.950101833,0.923592022,,60900.0,0.793859661,17340.0,1.0
5198,Ferrum College,Ferrum,VA,3,2,42.0,440.0,440.0,420.0,17.0,17.0,17.0,,868.0,0.0,1506.0,0.5193,0.3187,0.0491,0.0033,0.004,0.0027,0.0518,0.0093,0.0418,0.0093,,16858.0,0.5689,0.4927,,,,0.9026,0.0205,30920.0,343.27538599999997,0.688279302,0.322703822,,36500.0,0.538310409,16858.0,0.0
5340,Palm Beach Atlantic University,West Palm Beach,FL,3,2,12.0,530.0,523.0,,23.0,24.0,22.0,,1061.0,0.0,2501.0,0.6126,0.1399,0.1307,0.0132,0.0036,0.0028,0.018000000000000002,0.0352,0.044,0.0572,,22152.0,0.3475,0.7335,,,,0.5529,0.1722,25000.0,277.55125,0.782780411,0.484577435,,38100.0,0.636470616,22152.0,1.0
2715,Jenny Lea Academy of Cosmetology and Aesthetics,Johnson City,TN,1,3,13.0,,,,,,,,,0.0,142.0,0.9437,0.0211,0.0282,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.1831,,14857.0,0.632,,0.5556,,,0.536,0.507,8272.0,91.83615759999999,0.49714285700000005,,0.739134161,,,14857.0,
4445,Los Angeles Pierce College,Woodland Hills,CA,2,1,11.0,,,,,,,,,0.0,17528.0,0.2935,0.0571,0.4556,0.1155,0.0025,0.0024,0.0304,0.0084,0.0346,0.7486,8147.0,,0.3373,,0.7477,,0.5699,0.059,0.3158,11664.0,129.4943112,0.45889101299999996,,0.33802063299999996,33600.0,0.472154975,8147.0,0.0
4312,College of Southern Nevada,Las Vegas,NV,2,1,11.0,,,,,,,,,0.0,29848.0,0.369,0.1161,0.2676,0.0911,0.0073,0.0208,0.043,0.0136,0.0714,0.7139,6932.0,,0.2993,,,,,0.0713,0.4493,12662.0,140.5741571,0.49536241799999997,0.09042708599999999,,31900.0,0.529236853,6932.0,0.0
2981,Pinnacle Institute of Cosmetology,Mooresville,NC,1,3,21.0,,,,,,,,,0.0,78.0,0.9103,0.0256,0.0,0.0256,0.0,0.0,0.0256,0.0,0.0128,0.0,,14427.0,0.5826,,0.9231,,,0.7652,0.2564,14167.0,157.28274240000002,0.674418605,,0.865701493,,,14427.0,
70,Columbia College of Nursing,Glendale,WI,3,2,21.0,,,,,,,,,0.0,157.0,0.7962,0.0828,0.0318,0.0701,0.0,0.0064,0.0,0.0,0.0127,0.0955,,,0.5313,,,,,0.9938,0.3567,18454.5,204.88278169999998,,,,,,,
3581,Adventist University of Health Sciences,Orlando,FL,3,2,12.0,439.0,439.0,,19.0,18.0,17.0,,884.0,0.0,2064.0,0.4748,0.1434,0.2016,0.0562,0.0039,0.0044,0.0199,0.0048,0.0911,0.7108,,18901.0,0.3595,0.7143,,0.0,,0.5668,0.6056,20730.0,230.14549649999998,0.8408510640000001,0.34612051299999996,,51100.0,0.807495713,18901.0,1.0
649,The Art Institute of Fort Lauderdale,Fort Lauderdale,FL,2,3,12.0,,,,,,,,,0.0,1924.0,0.1996,0.198,0.3591,0.013,0.001,0.0005,0.0,0.001,0.2277,0.422,,25244.0,0.6043,0.6667,,0.5556,,0.7892,0.4132,31945.0,354.6549873,0.5551005210000001,0.42130213299999997,,29500.0,0.476522833,25244.0,0.0
5811,Hawaii College of Oriental Medicine,Hilo,HI,4,2,33.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Jefferson Lewis BOCES-Practical Nursing Program,Watertown,NY,1,1,41.0,,,,,,,,,0.0,84.0,0.8690000000000001,0.0714,0.0238,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,10896.0,,0.8289,,0.75,,,0.7895,0.5714,6000.0,66.6123,0.651685393,,0.784311765,31400.0,0.611111104,10896.0,1.0
3359,Caldwell College,Caldwell,NJ,3,2,21.0,465.0,480.0,,21.0,,,,949.0,0.0,1570.0,0.1873,0.0497,0.0554,0.0089,0.0006,0.0,0.0,0.0433,0.6548,0.1713,,18595.0,0.4293,0.7301,,,,0.836,0.2186,26499.0,294.193223,0.777929155,0.520893728,,46200.0,0.664429545,18595.0,1.0
714,Brenau University,Gainesville,GA,3,2,13.0,495.0,465.0,,20.0,21.0,20.0,,957.0,0.0,1683.0,0.514,0.3125,0.0636,0.0184,0.0024,0.0012,0.0261,0.0261,0.0357,0.3624,,15493.0,0.5206,0.6686,,0.1,,0.7464,0.5418,28956.0,321.4709598,0.78776645,0.45214276200000003,,42600.0,0.66982621,15493.0,1.0
2797,Central Alabama Community College,Alexander City,AL,2,1,32.0,,,,,,,,,0.0,1779.0,0.6785,0.2945,0.0118,0.0022,0.0022,0.0011,0.0006,0.0011,0.0079,0.466,6407.0,,0.6515,,0.4267,,0.4159,0.4777,0.3153,,,0.438401776,,0.289189362,27100.0,0.446135819,6407.0,0.0
2738,Stevens-Henager College-Logan,Logan,UT,2,2,13.0,,,,,,,,,0.0,140.0,0.7714,0.0143,0.1071,0.0071,0.0714,0.0214,0.0,0.0,0.0071,0.0,,22372.0,0.7939,1.0,,,,0.7818,0.5786,26336.5,292.3891398,0.314078675,0.318400897,,31700.0,0.478683621,22372.0,0.0
3875,Southeastern College - Tampa,Tampa,FL,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17411.0,193.2977926,0.43072625700000006,,,27900.0,0.531951666,,0.0
4286,Volunteer Beauty Academy-Dyersburg,Dyersburg,TN,1,3,33.0,,,,,,,,,0.0,59.0,0.7627,0.2034,0.0169,0.0,0.0169,0.0,0.0,0.0,0.0,0.4407,,10114.0,0.5203,,0.4444,,1.0,0.4472,0.4407,8160.0,90.59272800000001,0.193877551,,0.4286,12500.0,0.119402982,10114.0,0.0
5147,National American University-Independence,Independence,MO,2,3,21.0,,,,,,,,,0.0,562.0,0.6192,0.258,0.0391,0.0071,0.0018,0.0125,0.0623,0.0,0.0,0.9502,,15447.0,0.7481,0.3333,,0.4717,,0.8265,0.8025,34486.0,382.8652963,0.48352976700000005,0.095233333,,37800.0,0.573895574,15447.0,0.0
122,Calvary Baptist Theological Seminary,Lansdale,PA,4,2,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,Shorter University,Rome,GA,3,2,13.0,470.0,470.0,455.0,21.0,20.0,20.0,,954.0,0.0,1518.0,0.5336,0.168,0.0375,0.0053,0.0033,0.0007,0.0171,0.0277,0.2069,0.0896,,17121.0,0.4729,0.7076,,,,0.6632,0.2396,27475.0,305.0288238,0.6338028170000001,0.46507155,,43000.0,0.714285731,17121.0,1.0
4135,University of Alabama at Birmingham,Birmingham,AL,3,1,12.0,580.0,585.0,,25.0,26.0,23.0,,1146.0,0.0,11200.0,0.5987,0.259,0.0258,0.0518,0.0026,0.0007,0.0344,0.014,0.013,0.2579,14805.0,,0.3505,0.8016,,0.5,,0.5397,0.2422,23117.0,256.6460899,0.756266667,0.5085498079999999,,40300.0,0.660484493,14805.0,1.0
2175,CUNY Graduate School and University Center,New York,NY,3,1,11.0,,,,,,,,,0.0,1112.0,0.4155,0.3094,0.2149,0.0603,0.0,0.0,0.0,0.0,0.0,0.7365,,,0.2542,,,,,0.2165,0.8961,12500.0,138.775625,0.7218934909999999,,,,0.728813589,,1.0
1299,Modern Technology School,Fountain Valley,CA,1,3,13.0,,,,,,,,,0.0,83.0,0.3373,0.0,0.3855,0.0843,0.0,0.0602,0.0964,0.0,0.0361,0.0,,15798.0,0.4301,,0.8571,,,0.6075,0.4819,12416.0,137.8430528,0.774038462,,0.96385,35100.0,0.717391312,15798.0,1.0
3450,Centro de Estudios Multidisciplinarios-Bayamon,BayamÌ_n,PR,2,2,21.0,,,,,,,,,0.0,631.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1252,,7176.0,0.9635,0.1429,,,,0.0,0.3962,2550.0,28.310227500000003,0.494652406,0.588048315,,17800.0,0.228421047,7176.0,0.0
6024,Vatterott College-ex'treme Institute by Nelly-St Louis,St. Louis,MO,0,3,11.0,,,,,,,,,0.0,402.0,0.1294,0.7612,0.0,0.0025,0.0124,0.0,0.0323,0.0,0.0622,0.0,,,,,,,,,0.5149,23116.0,256.6349878,0.275681482,,,,,,
226,Indian Capital Technology Center-Stilwell,Stilwell,OK,1,1,41.0,,,,,,,,,0.0,145.0,0.3034,0.0,0.1379,0.0,0.5241,0.0,0.0276,0.0,0.0069,0.6,7019.0,,0.3537,,0.9286,,0.9123,0.0,0.2138,,,,,0.759972,22400.0,0.43910256,7019.0,0.0
3024,South Florida State College,Avon Park,FL,2,1,41.0,,,,,,,,,0.0,2031.0,0.5332,0.1019,0.3013,0.0138,0.0015,0.0049,0.0143,0.0113,0.0177,0.5697,5491.0,,0.4554,,,,,0.0668,0.2794,,,0.7076271190000001,0.453807426,,28300.0,0.439935058,5491.0,0.0
1061,Anderson University,Anderson,IN,3,2,13.0,520.0,520.0,,23.0,23.0,23.0,,1053.0,0.0,1862.0,0.8109999999999999,0.0575,0.0269,0.006999999999999999,0.0032,0.0027,0.0043,0.0328,0.0548,0.0725,,22654.0,0.3358,0.7340000000000001,,0.25,,0.7139,0.1215,27999.0,310.846298,0.861859253,0.569103348,,35900.0,0.612864077,22654.0,1.0
134,Everest College-Earth City,Earth City,MO,1,3,21.0,,,,,,,,,0.0,573.0,0.2269,0.6998,0.0192,0.0087,0.0017,0.0,0.0401,0.0,0.0035,0.0,,24363.0,0.8340000000000001,,0.4571,,,0.5957,0.4642,9500.0,105.469475,0.43024245,,0.49825300200000006,29700.0,0.469184905,24363.0,0.0
3108,Chamberlain College of Nursing-Indiana,Indianapolis,IN,0,3,11.0,,,,,,,,,0.0,159.0,0.5660000000000001,0.2453,0.0252,0.0377,0.0,0.0,0.0063,0.0126,0.1069,0.28300000000000003,,23614.0,0.6129,0.0,,0.0,,0.9194,0.6226,25693.0,285.2449707,0.838268282,,,,,23614.0,
296,ITT Technical Institute-High Point,High Point,NC,2,3,12.0,,,,,,,,,0.0,451.0,0.4124,0.4945,0.0333,0.0177,0.0022,0.0,0.0044,0.0,0.0355,0.2949,,24428.0,0.7764,,,,,0.8367,0.8027,25833.5,286.80480869999997,0.394119686,,,38400.0,0.591855824,24428.0,0.0
4350,The Art Institute of Virginia Beach,Virginia Beach,VA,2,3,11.0,,,,,,,,,0.0,663.0,0.4027,0.4057,0.1086,0.0256,0.0106,0.0151,0.006,0.0,0.0256,0.2036,,26591.0,0.5782,0.5263,,0.4286,,0.6364,0.4238,29771.0,330.51913060000004,0.46834572,,,31600.0,0.452162504,26591.0,0.0
402,Studio Academy of Beauty,Chandler,AZ,1,3,21.0,,,,,,,,,0.0,363.0,0.5675,0.1047,0.259,0.0138,0.0386,0.0028,0.0138,0.0,0.0,0.0,,11016.0,0.8227,,0.708,,,0.9086,0.5675,6333.0,70.30928265,0.545454545,,0.739745205,,,11016.0,
945,Emil Fries Piano Hospital and Training Center,Vancouver,WA,1,2,12.0,,,,,,,,,0.0,3.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,,,0.6,,1.0,,,0.4,0.6667,,,,,,,,,
3089,Orlando Tech,Orlando,FL,1,1,12.0,,,,,,,,,0.0,392.0,0.3087,0.2908,0.2755,0.0408,0.0051,0.0,0.0714,0.0,0.0077,0.426,13450.0,,0.2914,,0.5115,,0.5,0.0,0.4370000000000001,,,,,0.591905342,31500.0,0.452554733,13450.0,0.0
742,Oconee Fall Line Technical College,Sandersville,GA,1,1,41.0,,,,,,,,,0.0,1483.0,0.5131,0.4525,0.0142,0.0061,0.002,0.0007,0.0081,0.0007,0.0027,0.6339,2303.0,,0.6106,,0.443,,0.4817,0.2175,0.4601,5118.0,56.8202919,,,0.525190244,22800.0,0.273037553,2303.0,0.0
3307,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,PA,1,1,33.0,,,,,,,,,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10311.0,,0.5217,,0.6111,,,0.7246,0.4118,16570.0,183.9609685,0.76,,0.648648649,,,10311.0,
225,Strayer University-Mississippi,Jackson,MS,3,3,12.0,,,,,,,,,0.0,156.0,0.0705,0.8526,0.0,0.0064,0.0064,0.0,0.0064,0.0,0.0577,0.8909999999999999,,,0.8479,,,0.0,,0.9355,0.8526,39499.5,438.52542400000004,0.44477491700000005,,,51700.0,0.722576857,,1.0
4605,University of Chicago,Chicago,IL,3,2,11.0,760.0,755.0,740.0,34.0,34.0,33.0,9.0,1504.0,0.0,5697.0,0.4546,0.0453,0.0869,0.1813,0.0018,0.0005,0.0374,0.0937,0.0985,0.0128,,25335.0,0.1419,0.9934,,,,0.2933,0.0016,18625.0,206.7756813,0.950404858,0.923304188,,62800.0,0.779547334,25335.0,1.0
2489,Southeastern Oklahoma State University,Durant,OK,3,1,32.0,,,,20.0,19.0,19.0,,950.0,0.0,3363.0,0.5483,0.0562,0.0401,0.0062,0.1948,0.0015,0.1204,0.0324,0.0,0.2073,7848.0,,0.4777,0.5737,,0.4,,0.4546,0.3133,16443.0,182.55100819999998,0.6867554309999999,0.303203533,,34300.0,0.583083808,7848.0,0.0
1837,Healing Arts Center,St. Louis,MO,1,3,21.0,,,,,,,,,0.0,119.0,0.8067,0.1429,0.0084,0.0,0.0,0.0084,0.0336,0.0,0.0,1.0,,,0.3529,,,,,0.4941,0.6471,6365.0,70.66454825,0.795180723,,,,,,
6151,Georgia Highlands College,Rome,GA,2,1,41.0,,,,,,,,,0.0,5324.0,0.6876,0.1741,0.0853,0.016,0.0032,0.0008,0.0233,0.006,0.0038,0.4718,5993.0,,0.5155,,0.6467,,0.5515,0.3779,0.2407,9250.0,102.6939625,0.648285138,,0.128255716,34100.0,0.53882575,5993.0,0.0
249,Bramson ORT College,Forest Hills,NY,2,2,11.0,,,,,,,,,0.0,675.0,0.3407,0.1704,0.2133,0.2311,0.0015,0.0,0.0356,0.0074,0.0,0.0593,,14187.0,0.912,,0.5539999999999999,,,0.1657,0.4849,9676.0,107.42343580000001,0.46296296299999995,,0.352825381,28800.0,0.385454535,14187.0,0.0
3782,Susquehanna University,Selinsgrove,PA,3,2,32.0,565.0,560.0,550.0,25.0,25.0,25.0,,1129.0,0.0,2138.0,0.8382,0.0533,0.0547,0.014,0.0014,0.0014,0.0234,0.0136,0.0,0.0075,,24954.0,0.2248,0.8384,,,,0.6926,0.0146,25000.0,277.55125,0.952120383,0.7455296990000001,,50000.0,0.750896037,24954.0,1.0
3918,Indian Capital Technology Center-Sallisaw,Sallisaw,OK,1,1,32.0,,,,,,,,,0.0,218.0,0.5229,0.0367,0.0642,0.0,0.3532,0.0092,0.0138,0.0,0.0,0.7156,8430.0,,0.1636,,0.96,,0.9398,0.0,0.1927,,,,,0.831194805,22400.0,0.43910256,8430.0,0.0
1132,Tennessee College of Applied Technology-Hohenwald,Hohenwald,TN,1,1,41.0,,,,,,,,,0.0,363.0,0.865,0.0386,0.0275,0.0,0.0,0.0,0.0275,0.0,0.0413,0.1488,9283.0,,0.6749,,0.8276,,0.0,0.0,0.3278,,,,,0.861182965,26200.0,0.40625,9283.0,0.0
5868,Demmons School of Beauty,Lake Charles,LA,1,3,13.0,,,,,,,,,0.0,58.0,0.6379,0.3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8308.0,0.6667,,1.0,,,0.0,0.3793,,,,,0.602761644,,,8308.0,
1497,Limestone College,Gaffney,SC,3,2,31.0,490.0,520.0,,22.0,20.0,21.0,,1010.0,0.0,3150.0,0.4019,0.5114,0.0241,0.0048,0.0044,0.0,0.0032,0.033,0.0171,0.2435,,21619.0,0.5202,0.5827,,0.375,,0.6825,0.585,29250.0,324.7349625,0.66084507,0.39670997700000005,,36100.0,0.631390154,21619.0,1.0
